id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author
1128391346342047744,2019-05-14 20:07:16+00:00,"Join me live on Twitter and Facebook in a few moments, as I lay out my strong opposition to the Trump Administration's attempts to put us on the brink of a catastrophic and unconstitutional war with Iran.",join live Twitter Facebook moment strong opposition Trump Administration attempt brink catastrophic unconstitutional Iran,396,<UNK>,<UNK>,SenSanders
1128344225760907264,2019-05-14 17:00:01+00:00,"From disenfranchising ex-felons to extreme gerrymandering, here are the 5 ways the Republican party is trying to suppress the vote. The great political crisis we face is not voter fraud, which barely exists. It is voter suppression and the denial of voting rights.",disenfranchise felon extreme gerrymandering way republican party try suppress vote great political crisis face voter fraud barely exist voter suppression denial voting right,778,<UNK>,<UNK>,SenSanders
1128322969464451073,2019-05-14 15:35:33+00:00,"NO WAR WITH IRAN! This would be an unmitigated disaster. We must stop Trump and his national security advisor, John Bolton—someone who likes endless wars.",IRAN unmitigated disaster stop Trump national security advisor John Bolton like endless war,6090,<UNK>,<UNK>,SenSanders
1128311390773698561,2019-05-14 14:49:33+00:00,Americans must not be forced to continue paying outrageously high and inflated prices for the medicine they need. Congress must stand up to the powerful pharmaceutical industry and substantially lower drug prices in this country.,Americans force continue pay outrageously high inflated price medicine need Congress stand powerful pharmaceutical industry substantially low drug price country,360,<UNK>,<UNK>,SenSanders
1128311389540450306,2019-05-14 14:49:32+00:00,"Pharma executives allegedly deleted their texts and lied to our offices to conceal a conspiracy to fix prices, raising them by as much as 1000%. How many have died as a result of this racket? @RepCummings and I will hold these companies accountable.",Pharma executive allegedly delete text lie office conceal conspiracy price raise 1000 die result racket @RepCummings hold company accountable,1196,<UNK>,@RepCummings,SenSanders
1128093813917003776,2019-05-14 00:24:58+00:00,"When we rally for a Green New Deal, we are rallying to create millions of good clean energy jobs, rallying for racial justice, and rallying to save the only planet that we have. Watch live now at @sunrisemvmt or at http://facebook.com/Senatorsanders.",rally Green Deal rally create million good clean energy job rally racial justice rally save planet watch live @sunrisemvmt,423,<UNK>,@sunrisemvmt,SenSanders
1128019963879387136,2019-05-13 19:31:31+00:00,"Mr. President: Stop dividing the American people up by their religion, their race or their country of origin--and stop your ugly attacks against Muslim women in Congress. You are taking Rep. @RashidaTlaib's comments out of context and should apologize.",President stop divide american people religion race country origin stop ugly attack muslim woman Congress take Rep. @RashidaTlaib comment context apologize,4918,<UNK>,@RashidaTlaib,SenSanders
1127978110731919361,2019-05-13 16:45:13+00:00,"Victor Orban is undermining democracy in Hungary, just as Donald Trump is in the United States. The job of the President of the United States should be to stand up for democratic values, not embrace leaders who reject them.",Victor Orban undermine democracy Hungary Donald Trump United States President United States stand democratic value embrace leader reject,1137,<UNK>,<UNK>,SenSanders
1127942558716502016,2019-05-13 14:23:56+00:00,"In The Divine Comedy, Dante reserved a special place in the Seventh Circle of Hell for people who charged usurious interest rates. Today we don’t need the hellfire, but we do need a national usury law that caps interest rates on credit cards and consumer loans at 15 percent.",Divine Comedy Dante reserve special place Seventh Circle Hell people charge usurious interest rate today need hellfire need national usury cap interest rate credit card consumer loan percent,1721,<UNK>,<UNK>,SenSanders
1127618567099310081,2019-05-12 16:56:31+00:00,"Jane and I, our four kids and seven grandchildren, want to take this opportunity to wish all of the great mothers of our country a very happy Mother's Day.",Jane kid seven grandchild want opportunity wish great mother country happy Mother,867,<UNK>,<UNK>,SenSanders
