id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author
1294328152169287681,2020-08-14 17:40:53+00:00,.@PuritanUSA has been awarded $51.2 million to expand its COVID-19 testing swab production to 90 million per month. This investment will significantly boost testing efforts that will help us to safely reopen our communities.,.@PuritanUSA award 51.2 million expand covid-19 testing swab production million month investment significantly boost test effort help safely reopen community,24,<UNK>,@PuritanUSA,SenatorCollins
1294306013634596864,2020-08-14 16:12:55+00:00,The Social Security Act was signed into law 85 years ago today! Read my column about what more we can do to strengthen this vital program and help all Mainers receive the full Social Security benefits they have earned. https://www.pressherald.com/2020/08/14/susan-collins-celebrating-85-years-of-the-social-security-act/ #Happy85SocialSecurity,Social Security sign year today read column strengthen vital program help mainer receive Social Security benefit earn happy85socialsecurity,41,#Happy85SocialSecurity,<UNK>,SenatorCollins
1294070606544216064,2020-08-14 00:37:29+00:00,"The USPS continues to be a lifeline amid COVID-19, especially for seniors, veterans, & those in rural areas who rely on mail delivery for essential goods. I sent a letter calling for the USPS to promptly address the delays in mail delivery. https://www.collins.senate.gov/newsroom/senator-collins-calls-usps-address-delays-mail-delivery",USPS continue lifeline amid covid-19 especially senior veteran rural area rely mail delivery essential good send letter call USPS promptly address delay mail delivery,1193,<UNK>,<UNK>,SenatorCollins
1294044304835518464,2020-08-13 22:52:59+00:00,I held a @SenateAging hearing on the disparate impact of COVID-19 &amp; steps that we can take to support community partnerships &amp; culturally &amp; linguistically appropriate services for immigrant communities. Fatuma provided helpful expertise &amp; insight in preparation for that hearing.,hold @senateaging hearing disparate impact COVID-19 step support community partnership culturally linguistically appropriate service immigrant community Fatuma provide helpful expertise insight preparation hearing,5,<UNK>,@SenateAging,SenatorCollins
1294044301987635203,2020-08-13 22:52:58+00:00,"I met with Fatuma Hussein, Executive Director of @ircofme, to discuss Maine’s racial disparity in COVID-19 cases, how we can address it, &amp; how we can continue to work together to help all Mainers have access to the education &amp; resources they need to achieve their full potential.",Fatuma Hussein Executive Director @ircofme discuss Maine racial disparity covid-19 case address continue work help mainer access education resource need achieve potential,9,<UNK>,@ircofme,SenatorCollins
1294026597054459904,2020-08-13 21:42:37+00:00,Tex Tech Industries in North Monmouth is a global leader in engineering textiles & high-performance materials. I spoke with employees today about the innovative products they are making to help better protect our nation’s military & law enforcement & improve air travel safety.,Tech Industries North Monmouth global leader engineering textile high performance material speak employee today innovative product make help well protect nation military enforcement improve travel safety,11,<UNK>,<UNK>,SenatorCollins
1293958919023407105,2020-08-13 17:13:41+00:00,"At Strainrite in Auburn, I answered questions from employees & provided an update on the federal government’s response to COVID-19. As an employee-owned manufacturing company, Strainrite exemplifies Maine’s entrepreneurial spirit. The PPP is helping to sustain this small business",Strainrite Auburn answer question employee provide update federal government response COVID-19 employee own manufacturing company Strainrite exemplify Maine entrepreneurial spirit help sustain small business,18,<UNK>,<UNK>,SenatorCollins
1293933209831579653,2020-08-13 15:31:31+00:00,"Blackie’s Farm Fresh Produce is a staple in Auburn, working with local farmers to provide Mainers with access to fresh produce. I’m thrilled that a forgivable PPP loan helped Blackie’s owner Matt Manson to continue paying his staff despite disruptions due to COVID-19.",Blackie Farm Fresh Produce staple Auburn work local farmer provide mainer access fresh produce thrill forgivable loan help Blackie owner Matt Manson continue pay staff despite disruption covid-19,17,<UNK>,<UNK>,SenatorCollins
1293905206606999553,2020-08-13 13:40:15+00:00,"I enjoyed participating in the @LAMetroChamber breakfast, which was attended by Mainers both in person &amp; online. We discussed the need to overcome today’s polarized political environment to protect our health &amp; our economy as well as deliver relief for our state &amp; our nation.",enjoy participate @LAMetroChamber breakfast attend mainer person online discuss need overcome today polarize political environment protect health economy deliver relief state nation,12,<UNK>,@LAMetroChamber,SenatorCollins
1293650627973779459,2020-08-12 20:48:39+00:00,Maine families & small businesses have experienced economic hardships due to increased costs of imported foods. @SenatorMenendez &amp; I led a bipartisan group urging the @ustraderep to end the 25% tariff &amp; stop subjecting Maine to further harm amid COVID-19. https://www.collins.senate.gov/newsroom/senators-collins-menendez-urge-us-trade-ambassador-resolve-tariff-issue-amid-covid-19,Maine family small business experience economic hardship increase cost import food @SenatorMenendez bipartisan group urge @ustraderep tariff stop subject Maine harm amid covid-19,9,<UNK>,@SenatorMenendez @USTradeRep,SenatorCollins
1293625408240398336,2020-08-12 19:08:26+00:00,Great news! Maple syrup producers are now eligible for financial relief following advocacy by the Maine Delegation & @GovJanetMills. This will help offset revenue losses from the cancellation of Maine Maple Sunday &amp; market disruptions due to COVID-19.,great news maple syrup producer eligible financial relief follow advocacy Maine Delegation @GovJanetMills help offset revenue loss cancellation Maine Maple Sunday market disruption covid-19,11,<UNK>,@GovJanetMills,SenatorCollins
1293611068904951808,2020-08-12 18:11:27+00:00,Thank you @AlzImpact! Your advocacy and leadership make such a difference for our seniors. Congress must provide more funding for OAA programs like home-delivered meals in the next COVID-19 relief package.,thank @AlzImpact advocacy leadership difference senior Congress provide funding program like home deliver meal covid-19 relief package,15,<UNK>,@ALZIMPACT,SenatorCollins
1293563430461485059,2020-08-12 15:02:09+00:00,"NEW data from SBA—More than 28,000 Maine small businesses have received nearly $2.3 billion in forgivable PPP loans. Congress must build on this tremendous success & pass the legislation @marcorubio &amp; I authored to allow the hardest hit small businesses to receive a 2nd PPP loan.","datum 28,000 Maine small business receive nearly billion forgivable loan Congress build tremendous success pass legislation @marcorubio author allow hard small business receive loan",111,<UNK>,@marcorubio,SenatorCollins
1293538135838724096,2020-08-12 13:21:39+00:00,"Thank you, Meals on Wheels! As the Chairman of the Aging Committee, I’m proud to partner with you in the fight to prevent senior hunger and isolation in Maine and across the country.",thank Meals Wheels Chairman Aging Committee proud partner fight prevent senior hunger isolation Maine country,30,<UNK>,<UNK>,SenatorCollins
1293234719455420416,2020-08-11 17:15:58+00:00,"Congratulations to @UMaine on this exciting partnership for Aqua Ventus! As a senior member of the Appropriations Committee, I have worked to secure $26 million for this project that will support hundreds of jobs &amp; establish Maine as a clean energy leader.",congratulation @UMaine exciting partnership Aqua Ventus senior member Appropriations Committee work secure million project support hundred job establish Maine clean energy leader,12,<UNK>,@UMaine,SenatorCollins
1293187818693332992,2020-08-11 14:09:36+00:00,".@jacksonlab has received nearly $500,000 for an aging research project on clonal hematopoiesis, a blood condition common among older adults. I commend JAX researchers’ continued focus on treating diseases that affect nearly every family.",".@jacksonlab receive nearly 500,000 age research project clonal hematopoiesis blood condition common old adult commend researcher continue focus treat disease affect nearly family",26,<UNK>,@jacksonlab,SenatorCollins
1292945823416934400,2020-08-10 22:08:00+00:00,"The Acadia Gateway Center in Trenton has been awarded $9 million to complete a visitor center that will welcome guests to Acadia National Park, improve the Island Explorer bus service, and enhance safety for bicyclists and pedestrians.",Acadia Gateway Center Trenton award million complete visitor center welcome guest Acadia National Park improve Island Explorer service enhance safety bicyclist pedestrian,21,<UNK>,<UNK>,SenatorCollins
1292909410684215296,2020-08-10 19:43:19+00:00,Woodlands Memory Care of Madison is a wonderful addition to the community. It’s so important that Maine families have access to high-quality senior care close to home for their loved ones with Alzheimer’s and other forms of dementia.,woodland memory Care Madison wonderful addition community important Maine family access high quality senior care close home love one Alzheimer form dementia,10,<UNK>,<UNK>,SenatorCollins
1292878948729262081,2020-08-10 17:42:16+00:00,"Nearly 28,000 small employers in Maine have received forgivable PPP loans, supporting 240,000 jobs in our state. Read my column in the @bangordailynews about how I am fighting for Maine’s small businesses &amp; jobs as we continue to respond to the pandemic.","nearly 28,000 small employer Maine receive forgivable loan support 240,000 job state read column @bangordailynew fight Maine small business job continue respond pandemic",26,<UNK>,@bangordailynews,SenatorCollins
1292837752250290183,2020-08-10 14:58:34+00:00,"Tragically, overdose deaths in Maine increased more than 20% during the pandemic. To help combat the opioid crisis, our state received an additional $4 million to increase access to lifesaving treatment programs in Brewer, Portland, Skowhegan, & Bangor.",tragically overdose death Maine increase pandemic help combat opioid crisis state receive additional million increase access lifesave treatment program Brewer Portland Skowhegan Bangor,44,<UNK>,<UNK>,SenatorCollins
1292484053149585411,2020-08-09 15:33:06+00:00,My full statement on the Executive Orders to provide COVID-19 relief: https://www.collins.senate.gov/newsroom/senator-collins%E2%80%99-statement-executive-orders,statement Executive Orders provide COVID-19 relief,404,<UNK>,<UNK>,SenatorCollins
1292188106179915777,2020-08-08 19:57:06+00:00,"I will continue to help the workers at BIW as I always have — by working to assist them in getting contracts that keep our shipbuilders employed, ensuring an adequate shipbuilding budget, and pursuing the goal of a 355-ship Navy.",continue help worker work assist get contract shipbuilder employ ensure adequate shipbuilding budget pursue goal 355-ship Navy,13,<UNK>,<UNK>,SenatorCollins
1292188098407927810,2020-08-08 19:57:05+00:00,"This is a positive development for the highly skilled workers at BIW who build the best ships in the world & are an essential asset to the Navy. With the help of the federal mediator, I’m glad both sides were able to work together to resolve differences.",positive development highly skilled worker build good ship world essential asset Navy help federal mediator glad side able work resolve difference,31,<UNK>,<UNK>,SenatorCollins
1292103044293894144,2020-08-08 14:19:06+00:00,Helping first generation & low-income Maine families achieve higher education has long been a priority of mine. This $5 million in federal funding for TRIO programs at 13 Maine colleges & universities will help support students who are facing increasing challenges amid COVID-19.,help generation income Maine family achieve high education long priority million federal funding TRIO program Maine college university help support student face increase challenge amid COVID-19,43,<UNK>,<UNK>,SenatorCollins
1291828533682155520,2020-08-07 20:08:18+00:00,"Lt. General Brent Scowcroft dedicated his life to serving our country. His unwavering patriotism defined his public service, & his unsurpassed knowledge of foreign affairs was an invaluable asset to our defense policy. His passing is a loss to our nation.",General Brent Scowcroft dedicate life serve country unwavering patriotism define public service unsurpassed knowledge foreign affair invaluable asset defense policy passing loss nation,30,<UNK>,<UNK>,SenatorCollins
1291776902038827008,2020-08-07 16:43:08+00:00,"COVID-19 has greatly affected America’s bus, motorcoach, & passenger ferry industries. @SenJackReed &amp; I introduced a bill to provide $10 billion in emergency grants to help keep these critical links in our transportation system strong. The Senate should pass this bill immediately",COVID-19 greatly affect America motorcoach passenger ferry industry @SenJackReed introduce bill provide billion emergency grant help critical link transportation system strong Senate pass bill immediately,47,<UNK>,@SenJackReed,SenatorCollins
1291385213348651009,2020-08-06 14:46:42+00:00,NEW FUNDING: More than $5 million has been awarded to 13 Maine colleges & universities to support federal TRIO Programs. This funding will help low-income & first-generation college students continue to achieve their academic & career goals amid COVID-19. https://www.collins.senate.gov/newsroom/collins-announces-more-5-million-maine-colleges-and-universities-amid-covid-19-pandemic,funding million award Maine college university support federal TRIO Programs funding help income generation college student continue achieve academic career goal amid covid-19,29,<UNK>,<UNK>,SenatorCollins
1291357908370890755,2020-08-06 12:58:12+00:00,Maine’s lobstermen & women have been careful stewards of our natural resources for generations. This is an extremely unfair decision at an already challenging time for Maine's lobster industry that is facing reduced sales & exports due to COVID-19.,Maine lobsterman woman careful steward natural resource generation extremely unfair decision challenging time Maine lobster industry face reduce sale export covid-19,34,<UNK>,<UNK>,SenatorCollins
1291132907386482689,2020-08-05 22:04:07+00:00,"I met with the Maine Better Transportation Association to discuss the importance of maintaining roads & bridges during the pandemic. As a senior member of the Appropriations Committee, I have secured $661 million in competitive transportation grants for Maine since 2009.",Maine Better Transportation Association discuss importance maintain road bridge pandemic senior member Appropriations Committee secure million competitive transportation grant Maine 2009,19,<UNK>,<UNK>,SenatorCollins
1291058171566526464,2020-08-05 17:07:09+00:00,"I spoke with leaders from the Maine Medical Association, @MainePCA, @New_Mainers, and @MaineCAHC about the important services health care centers across our state are providing to Mainers during the pandemic and the need for continued federal support.",speak leader Maine Medical Association @MainePCA @New_Mainers @MaineCAHC important service health care center state provide Mainers pandemic need continued federal support,9,<UNK>,@MainePCA @New_Mainers @MaineCAHC,SenatorCollins
1291005102107643904,2020-08-05 13:36:16+00:00,"Maine has received an additional $2.6 million to support its ongoing response to COVID-19. This funding will support our public health professionals’ efforts to expand testing capacities, improve contact tracing, & enhance containment efforts. https://www.collins.senate.gov/newsroom/senators-collins-king-announce-26-million-support-maine-public-health-professionals%E2%80%99",Maine receive additional million support ongoing response covid-19 funding support public health professional effort expand testing capacity improve contact tracing enhance containment effort,8,<UNK>,<UNK>,SenatorCollins
1290799720496078852,2020-08-05 00:00:09+00:00,This is what they’re doing already; it's only going to get worse for our towns & cities as revenues continue to plummet. Congress must act to provide direct assistance to every community. This is a problem we can solve. Let’s enact the SMART Act in the next COVID-19 package.,go bad town city revenue continue plummet Congress provide direct assistance community problem solve enact SMART covid-19 package,10,<UNK>,<UNK>,SenatorCollins
1290799565411618816,2020-08-04 23:59:32+00:00,"Across Maine, I have heard from mayors & town managers about the tough decisions they face as they work to balance their budgets. Auburn has frozen six vacant positions. Madawaska has scrapped a $3 million paving project & has left three positions vacant.",Maine hear mayor town manager tough decision face work balance budget Auburn freeze vacant position Madawaska scrap million paving project leave position vacant,43,<UNK>,<UNK>,SenatorCollins
1290681914295279617,2020-08-04 16:12:02+00:00,"SIGNED INTO LAW: The Great American Outdoors Act is now law! I cosponsored this bipartisan legislation that will provide full funding for the Land and Water Conservation Fund and address the maintenance backlog at our national parks, including Acadia National Park.",SIGNED Great American Outdoors cosponsor bipartisan legislation provide funding Land Water Conservation Fund address maintenance backlog national park include Acadia National Park,94,<UNK>,<UNK>,SenatorCollins
1290403085127483394,2020-08-03 21:44:04+00:00,"@AVCOG_ME has received $300,000 from the Brownfields Program to assist with identifying &amp; assessing properties that potentially contain hazardous contaminants. This investment will keep Mainers safe &amp; accelerate job creation &amp; economic development. https://www.collins.senate.gov/newsroom/collins-king-golden-announce-300000-awarded-brownfields-assessment-franklin-oxford-and","@avcog_me receive 300,000 Brownfields Program assist identify assess property potentially contain hazardous contaminant investment Mainers safe accelerate creation economic development",0,<UNK>,@AVCOG_ME,SenatorCollins
1290382635567636483,2020-08-03 20:22:49+00:00,"Through the CARES Act, Maine has received more than $44 million to support K-12 education. The next COVID-19 relief package must include funding to help school districts implement necessary safety precautions.",CARES Maine receive million support k-12 education covid-19 relief package include funding help school district implement necessary safety precaution,5,<UNK>,<UNK>,SenatorCollins
